,time,passenger_pos,destination_pos,distance,reward,wait_time
1348,2022/6/29 22:54,[13.78688933 14.96903833],[ 2.16639556 20.53306083],12.88387449,78.81452932,7
1349,2022/6/29 22:30,[15.09661245 22.9544655 ],[14.55871902  4.48144909],18.48084588,99.80317206,9
1350,2022/6/29 20:09,[19.44770862  5.17159086],[26.1718369  18.39348717],14.83349059,86.12558972,6
1351,2022/6/29 21:43,[ 4.71611651 28.87014172],[15.5509639   2.18695356],28.79907028,138.4965135,17
1352,2022/6/29 18:21,[18.80498713  7.59596721],[24.11080356 24.53466221],17.75024158,97.06340592,2
1353,2022/6/29 22:21,[29.36842068 15.05608593],[13.64870639 22.60426816],17.43801801,95.89256754,15
1354,2022/6/29 20:25,[ 3.97411969 16.40746541],[16.387428    2.68419368],18.50455107,99.89206651,6
1355,2022/6/29 19:31,[12.53952257 25.59854396],[25.68460866  2.97712995],26.16336485,128.6126182,19
1356,2022/6/29 18:05,[2.72162648 7.88086431],[26.24298188  3.86707755],23.86136299,119.9801112,19
1357,2022/6/29 18:04,[21.59990408  3.03496859],[18.69413561 10.68201897],8.180517708,25.95129427,11
1358,2022/6/29 22:49,[23.66741889  7.01071346],[19.17605488  7.07047604],4.491761593,16.72940398,12
1359,2022/6/29 20:21,[21.40980849 26.21034104],[ 3.80405397 25.99787066],17.60703654,96.52638704,11
1360,2022/6/29 21:05,[17.80725763  3.81331473],[12.82625566  4.8258088 ],5.082865816,18.20716454,3
1361,2022/6/29 19:53,[21.01043667 22.76604403],[ 3.17389561 15.18419558],19.38108931,103.1790849,12
1362,2022/6/29 18:17,[24.43875168 28.08489125],[15.405536   28.50837671],9.043136924,28.10784231,12
1363,2022/6/29 21:30,[16.07066911 11.82571484],[25.44609386 14.78948131],9.832726012,30.08181503,8
1364,2022/6/29 19:27,[14.15707532 14.70937468],[25.40355006 24.95824625],15.21586549,87.55949557,9
1365,2022/6/29 21:16,[12.10559977  9.9989958 ],[14.75784072 17.18317529],7.658120989,24.64530247,10
1366,2022/6/29 18:29,[ 7.15011632 23.81865254],[14.59448297 10.02136645],15.67749018,89.29058817,15
1367,2022/6/29 18:59,[3.20462979 7.16535481],[28.47843515  9.1529906 ],25.3518428,125.5694105,2
1368,2022/6/29 22:14,[ 5.06577868 13.82018375],[9.2126323  1.05477751],13.42207106,80.83276646,18
1369,2022/6/29 21:50,[ 9.69435652 16.32325872],[16.55137116 10.69676764],8.869952182,27.67488045,18
1370,2022/6/29 19:50,[13.41908269 28.96553755],[11.32045432  7.7468044 ],21.32226249,110.4584843,4
1371,2022/6/29 19:14,[ 7.30401132 13.73293838],[22.78560446  6.17964553],17.22590953,95.09716073,18
1372,2022/6/29 20:10,[21.27888381  0.6344947 ],[12.56798934 23.27595196],24.25933365,121.4725012,6
1373,2022/6/29 18:05,[10.16198867 16.91211304],[ 6.14937698 22.25986173],6.685766121,22.2144153,19
1374,2022/6/29 21:19,[ 1.5683731  25.57627935],[ 5.94589159 26.23194095],4.426348417,16.56587104,4
1375,2022/6/29 18:46,[10.57587724 21.68050723],[ 9.57675893 27.17735014],5.586906057,19.46726514,11
1376,2022/6/29 20:04,[3.79911377 5.35559368],[14.79090375  2.45815317],11.36726038,73.12722644,18
1377,2022/6/29 19:18,[ 5.87940554 28.31299147],[29.29468983 11.28777988],28.95053312,139.0644992,10
1378,2022/6/29 23:15,[27.69858063 16.34474027],[ 8.09227398 21.07196163],20.16814028,106.1305261,5
1379,2022/6/29 22:43,[19.7670542  29.67375957],[ 7.95141862 20.16178508],15.16861572,87.38230894,5
1380,2022/6/29 19:52,[1.56071265 3.40938116],[ 0.11755125 29.98382043],26.61359685,130.3009882,7
1381,2022/6/29 20:39,[24.06821091 23.60169044],[15.29178226  9.00201249],17.03456182,94.37960682,14
1382,2022/6/29 22:04,[4.53792853 8.54024217],[11.27913666 22.68930291],15.6729004,89.2733765,12
1383,2022/6/29 22:09,[16.18985367  2.3245088 ],[0.54087027 3.06996539],15.66672866,89.25023248,8
1384,2022/6/29 22:29,[12.31496141 27.99578751],[19.12207444 24.054777  ],7.865643751,25.16410938,17
1385,2022/6/29 21:39,[13.99123784 10.8499825 ],[ 3.25201118 26.27799067],18.79772394,100.9914648,12
1386,2022/6/29 23:56,[23.49480087  5.04354293],[15.36781692 14.62124424],12.56106009,77.60397534,17
1387,2022/6/29 21:43,[18.75274658 28.38560682],[17.39314325 16.206518  ],12.25474298,76.45528619,12
1388,2022/6/29 22:25,[1.50968799 1.88722428],[5.62040374 0.97412315],4.210906988,16.02726747,15
1389,2022/6/29 20:40,[22.30058687 21.69990912],[ 4.08168703 25.08236702],18.53022754,99.98835327,8
1390,2022/6/29 18:48,[4.64358105 9.03526761],[ 7.46930697 11.16921296],3.54096735,14.35241837,18
1391,2022/6/29 18:07,[ 7.63991298 14.66852779],[12.22223644 29.59708472],15.61600142,89.06000532,3
1392,2022/6/29 21:53,[1.6777905  4.26544129],[ 1.58477682 18.77523585],14.51009268,84.91284756,13
1393,2022/6/29 23:24,[ 1.63527832 25.09319212],[15.35815892 15.81022874],16.56776572,92.62912147,14
1394,2022/6/29 19:19,[16.84783523  5.12441119],[5.93070909 9.56451969],11.78550833,74.69565623,10
1395,2022/6/29 19:00,[17.80489247  6.30353328],[ 3.48995181 29.10350659],26.92129843,131.4548691,16
1396,2022/6/29 21:39,[ 0.65945444 24.08092216],[23.64105449  8.91642342],27.53390569,133.7521463,3
1397,2022/6/29 22:16,[4.06879848 4.3688594 ],[20.92294852 19.28419773],22.5062145,114.8983044,1
1398,2022/6/29 22:40,[23.48237023 28.12443517],[20.7578209  4.6755461],23.60664245,119.0249092,17
1399,2022/6/29 22:21,[ 7.3032785  25.26581193],[6.27918228 2.17566951],23.11284167,117.1731563,4
1400,2022/6/29 22:40,[21.09840162 12.07579066],[27.60120158 19.50765213],9.875169474,30.18792368,12
1401,2022/6/29 23:24,[ 2.71256933 28.43569702],[ 7.75671791 10.11637471],19.00107904,101.7540464,11
1402,2022/6/29 18:37,[12.06781241  1.53672889],[14.89546267  3.69955473],3.559974942,14.39993735,12
1403,2022/6/29 20:47,[12.0291098  10.52129364],[23.1852025  24.09511535],17.5700609,96.38772839,3
1404,2022/6/29 21:56,[ 4.60238647 10.99653562],[11.20059483  4.54231332],9.230023786,28.57505947,12
1405,2022/6/29 21:59,[23.95360515 21.21684985],[ 5.71145359 11.00165726],20.9075645,108.9033669,13
1406,2022/6/29 20:23,[ 3.17415075 18.84619791],[ 3.64115774 29.57802506],10.7419835,70.78243811,4
1407,2022/6/29 20:50,[23.42046224 11.70715649],[17.35691797 27.34025449],16.76783594,93.37938478,15
1408,2022/6/29 22:43,[16.62297841  5.23495459],[11.36110067 25.29434595],20.73804569,108.2676713,19
1409,2022/6/29 20:01,[19.32639048 19.52173153],[26.00464457 26.81919172],9.892017134,30.23004284,18
1410,2022/6/29 18:38,[27.59377715  2.8454758 ],[16.32378006 22.21528564],22.4098721,114.5370204,6
1411,2022/6/29 20:47,[22.70780535 18.20148606],[ 5.00362006 23.92261662],18.60563119,100.271117,1
1412,2022/6/29 23:09,[21.60334001  2.58407315],[13.91429474  5.21932199],8.128096551,25.82024138,6
1413,2022/6/29 21:29,[10.12431137  0.54243277],[12.00989605 16.49630763],16.06491683,90.74343813,9
1414,2022/6/29 20:43,[18.58747778 19.90471035],[25.08873939  6.46388722],14.93057698,86.48966369,9
1415,2022/6/29 19:02,[ 3.61445467 25.54611516],[ 4.69838445 29.24280244],3.852324055,15.13081014,1
1416,2022/6/29 21:54,[25.27614688 15.02629818],[29.44264275  2.92130187],12.80197732,78.50741495,9
1417,2022/6/29 20:57,[ 9.09197284 19.14673245],[10.50020605 27.85117656],8.817622584,27.54405646,17
1418,2022/6/29 22:44,[ 1.96878265 16.48235496],[17.72598802 19.58184371],16.05915165,90.7218187,9
1419,2022/6/29 20:40,[ 7.6699867  10.93699283],[25.31041589  5.84828307],18.35973064,99.34898988,13
1420,2022/6/29 23:55,[24.80603542 16.87966269],[22.86562534 21.40822099],4.926766847,17.81691712,5
1421,2022/6/29 23:38,[ 6.22534486 17.06438209],[26.03169458 12.9634871 ],20.22643886,106.3491457,5
1422,2022/6/29 19:08,[28.99772311 13.566453  ],[ 4.2835691 11.6830404],24.78581553,123.4468082,18
1423,2022/6/29 21:02,[28.55107219  9.59162548],[26.0429448  26.43752045],17.03158479,94.36844295,19
1424,2022/6/29 18:40,[10.50559573  2.49772974],[21.73673727  9.34536897],13.15403753,79.82764075,3
1425,2022/6/29 21:59,[23.48770843 13.27964545],[14.55800227 23.3372822 ],13.44974755,80.93655331,15
1426,2022/6/29 23:31,[11.47089993 13.29382036],[11.28571406 11.02021546],2.281134159,13,13
1427,2022/6/29 20:15,[15.77839731 24.26398334],[10.85304936 15.72764162],9.855363127,30.13840782,9
1428,2022/6/29 21:42,[20.12181976  8.08318339],[ 8.32568415 28.00239381],23.1500272,117.312602,1
1429,2022/6/29 20:11,[21.7060372  17.31560029],[19.43160163  0.87898329],16.59323463,92.72462985,8
1430,2022/6/29 22:40,[18.54308897 15.2852662 ],[16.37249039 10.7827148 ],4.998446479,17.9961162,16
1431,2022/6/29 20:13,[2.44421693 5.80017701],[28.5223414  12.26098687],26.86653382,131.2495018,5
1432,2022/6/29 20:09,[14.00049467  1.5812937 ],[ 1.12698689 21.51544341],23.7296761,119.4862854,3
1433,2022/6/29 20:43,[16.14283992 15.26117953],[ 7.29373591 22.34252195],11.33366897,73.00125863,6
1434,2022/6/29 20:40,[5.04709737 5.69804231],[13.82136514  8.58839586],9.238068982,28.59517245,11
1435,2022/6/29 18:31,[ 7.42388944 19.35712934],[19.52915236 24.73551209],13.24629727,80.17361477,15
1436,2022/6/29 23:16,[12.53125701  2.19255273],[ 8.20999155 29.4001639 ],27.54863772,133.8073915,14
1437,2022/6/29 22:22,[17.88775726 21.29211254],[ 0.22073489 15.54617197],18.57793079,100.1672405,13
1438,2022/6/29 18:58,[ 1.12585973 17.07690636],[27.62312549 29.05257392],29.07785594,139.5419598,19
1439,2022/6/29 21:21,[16.21658026 13.74614416],[28.35051283 20.20829496],13.74742567,82.05284626,19
1440,2022/6/29 20:14,[ 1.94697839 13.97176733],[ 7.20735055 14.09412964],5.261795119,18.6544878,13
1441,2022/6/29 18:42,[13.66396716 17.46434408],[10.70311471  4.92811348],12.88113834,78.80426877,7
1442,2022/6/29 23:03,[15.11158304 24.90608653],[19.92036684 10.15103598],15.51888909,88.69583408,15
1443,2022/6/29 18:43,[28.06569068 27.36622714],[6.28045198 1.18252755],34.06145548,158.230458,4
1444,2022/6/29 19:43,[22.23926125 24.82830784],[29.03593698 26.69509182],7.048381615,23.12095404,16
1445,2022/6/29 23:49,[18.01604305 15.90157018],[0.83523154 7.39969341],19.1693034,102.3848877,9
1446,2022/6/29 20:57,[13.78844255 18.855117  ],[16.717555   22.27907969],4.505909477,16.76477369,2
1447,2022/6/29 22:32,[ 8.39300793 16.94857823],[ 2.6442673  12.40996571],7.324412768,23.81103192,9
1448,2022/6/29 21:11,[22.50482499 20.8020256 ],[29.71928212  8.33673378],14.40249603,84.50936011,11
1449,2022/6/29 20:16,[14.94567898  9.88591241],[13.21809342 25.7085039 ],15.91662505,90.18734395,15
1450,2022/6/29 22:18,[20.52627226 26.47323574],[ 6.10533325 26.20083354],14.42351153,84.58816823,2
1451,2022/6/29 20:22,[ 1.79286823 26.65797841],[9.87221338 9.437629  ],19.02146819,101.8305057,8
1452,2022/6/29 18:00,[15.3626573  28.22070563],[ 1.43344094 10.56692925],22.48730506,114.827394,7
1453,2022/6/29 18:01,[25.69715966 11.88163432],[ 5.97470693 12.74382544],19.74128961,104.529836,15
1454,2022/6/29 23:16,[11.56657504 27.46248604],[22.85803127 15.15346667],16.70356075,93.1383528,15
1455,2022/6/29 20:52,[29.651117   13.95832594],[1.74713492 7.86822965],28.56083837,137.6031439,4
1456,2022/6/29 21:01,[13.08211441  4.70707872],[28.42695379 23.00546693],23.8808523,120.0531961,7
1457,2022/6/29 22:18,[ 8.04861601 17.72413601],[21.64347471 28.23836787],17.1863101,94.94866286,4
1458,2022/6/29 23:09,[26.44906048 15.45576678],[23.23957859 16.86434261],3.504976436,14.26244109,7
1459,2022/6/29 18:22,[16.5811167   3.44225875],[ 3.78412974 15.88600845],17.84964375,97.43616405,15
1460,2022/6/29 21:12,[8.06584635 0.63110707],[21.68517612  0.9745979 ],13.62366064,81.5887274,8
1461,2022/6/29 21:50,[17.85830523 16.17581382],[29.06444072 14.52639418],11.32687325,72.97577469,16
1462,2022/6/29 20:33,[ 1.90804309 16.55063903],[25.23288512 29.90547853],26.87749976,131.2906241,4
1463,2022/6/29 23:39,[12.91029521  9.60896227],[27.19959891  5.73726387],14.80453473,86.01700525,19
1464,2022/6/29 20:14,[18.46286745 12.17143273],[ 1.23247095 10.41865423],17.31931858,95.44744468,16
1465,2022/6/29 22:00,[ 7.95685568 20.58273462],[28.46371493  8.04141562],24.0378027,120.6417601,9
1466,2022/6/29 19:06,[24.34397817  1.66079451],[16.1436303   2.11650191],8.213000334,26.03250083,7
1467,2022/6/29 19:37,[28.02098973 22.99053842],[19.73849734 24.71689145],8.460494968,26.65123742,9
1468,2022/6/29 20:24,[19.42559387 29.06833192],[21.41873844 27.73975829],2.395356582,13,9
1469,2022/6/29 19:26,[15.51395676  3.51193239],[15.84533164  3.80618484],0.443163422,13,6
1470,2022/6/29 20:12,[17.77480438 14.47479182],[18.67726193  0.30140943],14.20208428,83.75781604,16
1471,2022/6/29 18:22,[ 5.84521475 14.73991296],[28.51510685 11.50827121],22.89907239,116.3715214,13
1472,2022/6/29 22:10,[12.73116078 21.44088267],[18.11378272  8.9677845 ],13.58494743,81.44355288,10
1473,2022/6/29 21:02,[12.32449187  6.53099397],[28.98064377  3.91903145],16.85970772,93.72390397,1
1474,2022/6/29 20:18,[11.15510354  0.77516917],[ 6.65338476 23.41413415],23.08220543,117.0582704,12
1475,2022/6/29 19:09,[6.03525697 2.40190208],[14.2335954   0.29907704],8.463724126,26.65931032,3
1476,2022/6/29 22:14,[ 2.54298463 24.22877609],[23.14420035 27.45416461],20.85217543,108.6956578,16
1477,2022/6/29 19:44,[25.63546308 20.4952669 ],[ 1.56998572 23.48545854],24.25053497,121.4395062,7
1478,2022/6/29 18:54,[25.36532433 23.97246437],[15.25437106  6.98705516],19.76703069,104.6263651,19
1479,2022/6/29 18:40,[25.35989927 21.81488429],[29.42283523  4.67077793],17.61896227,96.57110851,9
1480,2022/6/29 19:59,[6.76993749 6.3539445 ],[23.77619303  5.60721889],17.02264158,94.33490594,6
1481,2022/6/29 20:52,[ 1.99979489 29.9568242 ],[ 0.74451634 25.0573218 ],5.057751273,18.14437818,5
1482,2022/6/29 18:54,[10.96100525 25.24846379],[16.63861474 27.04893688],5.956253258,20.39063314,18
1483,2022/6/29 19:17,[27.78578959  0.27294544],[2.26236528 7.51076189],26.52981673,129.9868127,17
1484,2022/6/29 23:10,[20.07946249 26.6481659 ],[13.79825854 18.20919349],10.51997046,69.94988921,2
1485,2022/6/29 19:31,[ 5.65499558 24.14900502],[29.01984334  8.05796799],28.36965956,136.8862233,14
1486,2022/6/29 22:34,[14.84477855  2.58348332],[16.77409969 15.08350326],12.64803457,77.93012965,15
1487,2022/6/29 21:58,[ 4.33309452 13.26198639],[10.02313956 15.65492626],6.172744425,20.93186106,15
1488,2022/6/29 23:45,[17.56963006  0.25486736],[22.83017949 21.39042876],21.78038879,112.176458,17
1489,2022/6/29 19:41,[10.98859159  1.58807807],[22.64797619 28.65525481],29.47156776,141.0183791,7
1490,2022/6/29 21:05,[7.20454788 9.70573841],[ 5.51438668 17.3080837 ],7.787958574,24.96989644,16
1491,2022/6/29 18:13,[ 4.64524184 10.6858183 ],[20.91039042 16.80347949],17.37759583,95.66598435,18
1492,2022/6/29 23:02,[11.59387693 12.60748805],[16.86332648  0.17594184],13.50223833,81.13339374,7
1493,2022/6/29 18:45,[ 2.35529605 26.43774203],[ 2.33636967 21.20410789],5.233668368,18.58417092,5
1494,2022/6/29 19:11,[27.60114492  8.12050813],[11.11474311 17.06764218],18.7577358,100.8415092,1
1495,2022/6/29 23:14,[26.45126909 28.25716762],[22.18689744  2.59859283],26.01052337,128.0394626,5
1496,2022/6/29 21:16,[20.07462467 12.30911166],[14.12102998  1.47445171],12.36265124,76.85994216,20
1497,2022/6/29 20:11,[ 5.73186418 23.71540823],[13.61876499  9.04986725],16.65176557,92.94412088,14
1498,2022/6/29 19:28,[11.52057222 25.6319854 ],[22.46997052  8.16946192],20.61138156,107.7926808,12
1499,2022/6/29 18:49,[3.52505521 7.55994665],[27.62269353 17.44766514],26.04732519,128.1774695,18
1500,2022/6/29 21:59,[16.00440626 17.89180799],[10.98084797 24.21321061],8.074420658,25.68605164,2
1501,2022/6/29 23:41,[15.69858748  3.50243708],[ 3.87195374 16.1057744 ],17.28332656,95.31247459,9
1502,2022/6/29 21:43,[28.09710654  9.25056365],[26.08623507 22.9228676 ],13.81938853,82.32270698,16
1503,2022/6/29 19:41,[7.43437329 1.09022245],[ 3.05541795 21.85481802],21.22130248,110.0798843,5
1504,2022/6/29 23:48,[ 5.99009214 11.13812762],[15.05097498 21.76404505],13.96458804,82.86720516,2
1505,2022/6/29 21:33,[ 3.3969367  12.19099216],[14.55218727 16.22481192],11.86218012,74.98317546,7
1506,2022/6/29 23:16,[24.55081924  5.15034585],[24.23494355 20.78635283],15.63919728,89.14698982,15
1507,2022/6/29 21:23,[16.67612443 20.98583611],[12.36053217  4.15192758],17.37828568,95.66857128,9
1508,2022/6/29 22:22,[19.97295721 15.7401692 ],[19.18124402 10.13996343],5.655892011,19.63973003,8
1509,2022/6/29 22:57,[27.20599732 17.62109606],[ 2.56207453 13.49411972],24.98709395,124.2016023,10
1510,2022/6/29 19:36,[22.69068164 23.82403685],[14.83791158 26.84242712],8.412887581,26.53221895,18
1511,2022/6/29 23:38,[ 8.03005312 12.31796092],[26.95790732 26.88770149],23.88600019,120.0725007,8
1512,2022/6/29 18:43,[20.57138306 25.76941641],[ 2.66319801 25.94984929],17.909094,97.65910251,11
1513,2022/6/29 21:28,[9.6185972  5.34994537],[ 7.18109509 12.53905524],7.591094599,24.4777365,10
1514,2022/6/29 19:14,[7.53576014 9.61702758],[4.04935458 8.88530297],3.562365031,14.40591258,4
1515,2022/6/29 19:29,[17.16851444 13.25561124],[10.40156284 22.39356387],11.37074369,73.14028884,4
1516,2022/6/29 21:40,[26.80529914 22.70367669],[ 9.96002106 22.33326504],16.84935009,93.68506282,10
1517,2022/6/29 19:28,[4.55940547 3.90953964],[10.36881111 24.23107107],21.13560582,109.7585218,12
1518,2022/6/29 18:42,[7.39044742 1.89760227],[ 3.95128606 25.76234906],24.11128305,120.9173114,3
1519,2022/6/29 21:37,[19.01349854  7.5960349 ],[16.65887476 15.82738867],8.5615091,26.90377275,5
1520,2022/6/29 20:48,[19.66307935  6.99562663],[25.93208962  9.28105686],6.672606763,22.18151691,20
1521,2022/6/29 20:24,[20.82394962  0.48373939],[11.1797139  10.55129454],13.94155477,82.78083038,18
1522,2022/6/29 18:44,[16.30453286  2.18208785],[23.70394121  6.53342405],8.584018332,26.96004583,1
1523,2022/6/29 22:48,[20.31113445 24.0963637 ],[16.85630869 22.2264962 ],3.928387134,15.32096784,18
1524,2022/6/29 23:47,[19.85580937 10.66589391],[24.26575617  8.8410411 ],4.772600824,17.43150206,14
1525,2022/6/29 21:05,[17.13638753 22.36193217],[11.36867729  9.08302823],14.47742282,84.79033556,3
1526,2022/6/29 23:18,[13.78038031 24.53890483],[27.89765289 16.35250239],16.31914735,91.69680258,10
1527,2022/6/29 21:02,[19.84398616 27.09820867],[2.95640554 6.96235734],26.28008539,129.0503202,5
1528,2022/6/29 23:02,[21.26700019 24.71233386],[25.71087085 12.45321531],13.03970759,79.39890348,19
1529,2022/6/29 20:59,[ 2.68019707 13.13344432],[6.92203771 8.73589365],6.109964311,20.77491078,18
1530,2022/6/29 18:59,[23.16802671  2.26581258],[24.82743652 12.83007257],10.693794,70.60172751,13
1531,2022/6/29 19:47,[17.88191793  2.68956694],[10.12077235  2.69102757],7.76114572,24.9028643,12
1532,2022/6/29 23:52,[28.84631169 24.21784948],[13.78898263  6.70807645],23.09362054,117.101077,15
1533,2022/6/29 23:02,[28.00365316 10.33789787],[ 4.82953295 16.89493165],24.08390623,120.8146484,7
1534,2022/6/29 22:38,[28.31322361  0.11490872],[ 7.1437453  28.15342921],35.13268341,162.2475628,14
1535,2022/6/29 18:52,[5.13257901 3.39730355],[17.10561647 25.8553147 ],25.45026308,125.9384866,6
1536,2022/6/29 18:00,[14.31329453 29.8369277 ],[20.37515099  2.22224722],28.2721892,136.5207095,2
1537,2022/6/29 19:03,[29.78496395 12.2368271 ],[ 8.62207602 16.73637551],21.63593681,111.634763,11
1538,2022/6/29 22:43,[9.12922775 2.59372521],[ 0.04285029 13.48750059],14.18578857,83.69670713,15
1539,2022/6/29 21:53,[25.10590267 17.16945557],[29.97621897  8.60539937],9.852057626,30.13014406,16
1540,2022/6/29 19:27,[8.41365194 4.79248381],[4.92190765 8.55559788],5.133547092,18.33386773,15
1541,2022/6/29 20:57,[23.78520136 27.17270372],[29.25261509  6.96868962],20.93071424,108.9901784,8
1542,2022/6/29 18:50,[26.43892637  9.84765268],[ 3.38521634 26.10074777],28.20703186,136.2763695,10
1543,2022/6/29 22:52,[19.08316904  4.94192688],[12.89493773  8.61773085],7.19762055,23.49405137,6
1544,2022/6/29 18:18,[22.10383706 13.60248692],[29.67839835  1.64234947],14.15693705,83.58851393,15
1545,2022/6/29 23:39,[10.65045798 14.45700501],[15.09400664  9.47807467],6.673445289,22.18361322,1
1546,2022/6/29 20:14,[21.87720747 26.2424122 ],[28.16157906 24.1528013 ],6.622673173,22.05668293,17
1547,2022/6/29 21:21,[25.51740592 16.51635902],[24.77664679  9.10511727],7.448169458,24.12042364,12
1548,2022/6/29 20:47,[11.95436286  9.50739041],[14.02162006  8.56738849],2.270937242,13,10
1549,2022/6/29 18:19,[28.84834327  9.38533884],[ 2.94133614 15.80451498],26.69042601,130.5890975,15
1550,2022/6/29 21:53,[1.71297235 3.31629499],[ 6.58168168 13.9305075 ],11.67757841,74.29091905,11
1551,2022/6/29 19:54,[12.99752797 23.99075586],[22.18423962 12.78954882],14.48663902,84.82489632,4
1552,2022/6/29 22:40,[10.01112623  9.49406352],[23.21985262  1.56217219],15.40731492,88.27743095,7
1553,2022/6/29 19:45,[ 0.38464949 23.86633176],[14.31439128  3.92643416],24.32359395,121.7134773,5
1554,2022/6/29 22:33,[ 7.06697804 27.97511859],[25.78508927 21.29355151],19.87488432,105.0308162,5
1555,2022/6/29 21:16,[14.46675691 15.60970879],[29.25733606 28.97311332],19.93343453,105.2503795,19
1556,2022/6/29 21:11,[ 6.45807137 24.33313699],[5.91727999 6.40612434],17.93516763,97.75687862,7
1557,2022/6/29 19:13,[20.28279102 12.15003296],[27.94633221  2.67029205],12.18996929,76.21238484,1
1558,2022/6/29 20:17,[15.34576922 27.55564591],[27.12340981  4.6958764 ],25.71540161,126.932756,13
1559,2022/6/29 19:09,[10.999131 18.573642],[ 4.78184654 29.04066516],12.17428437,76.15356638,8
1560,2022/6/29 21:25,[27.44247986  5.00850537],[3.63466384 2.56225448],23.93316208,120.2493578,18
1561,2022/6/29 18:52,[27.28330992  5.80871429],[12.48854786 13.46554097],16.6586908,92.97009051,18
1562,2022/6/29 21:34,[17.97033133  2.15206031],[ 6.80275852 27.94471161],28.10650357,135.8993884,7
1563,2022/6/29 22:31,[27.25230322 23.43871942],[0.58203737 9.81020305],29.95061834,142.8148188,14
1564,2022/6/29 19:39,[18.83876206  8.25570635],[27.28760085 19.01668385],13.68142952,81.8053607,16
1565,2022/6/29 21:07,[ 2.15720152 27.27016767],[28.73299975  2.33137255],36.44470542,167.1676453,14
1566,2022/6/29 18:30,[15.97080705  9.10092847],[11.78517229  5.38953654],5.594101207,19.48525302,17
1567,2022/6/29 22:43,[17.34216306 28.7393806 ],[15.09217801  2.48743744],26.34818689,129.3057008,18
1568,2022/6/29 22:23,[18.60004    10.20668983],[25.67775569 13.04034445],7.623887314,24.55971829,15
1569,2022/6/29 21:27,[5.78518827 5.73316868],[23.06292542  7.96762795],17.42162476,95.83109286,7
1570,2022/6/29 20:18,[23.01700182  6.17661932],[ 9.65059106 13.96460917],15.46976802,88.51163008,6
1571,2022/6/29 18:51,[28.29587549 27.95194274],[ 6.20615626 10.74657124],27.99965186,135.4986945,18
1572,2022/6/29 18:19,[ 4.48198165 15.29955238],[13.81747652 27.02280487],14.98619743,86.69824037,20
1573,2022/6/29 21:38,[27.90016133 11.50702173],[14.75213829 26.88708747],20.23405378,106.3777017,2
1574,2022/6/29 18:46,[24.20123423  0.10968934],[ 9.60178693 12.65322726],19.24796626,102.6798735,13
1575,2022/6/29 18:02,[6.89148851 5.98714848],[ 1.1335352  19.30109175],14.5056924,84.89634648,9
1576,2022/6/29 23:22,[7.87530871 1.57041535],[ 6.92937932 24.05741859],22.50688998,114.9008374,14
1577,2022/6/29 23:02,[25.54467545 14.49198736],[12.48212011 29.33561081],19.7727972,104.6479895,13
1578,2022/6/29 19:31,[6.01693979 6.46077849],[8.75601531 5.18271955],3.022576611,13.05644153,5
1579,2022/6/29 19:14,[11.38096795 27.32502681],[18.46043522 12.35839646],16.5565359,92.58700962,15
1580,2022/6/29 23:23,[28.03232384  1.45392697],[ 6.30828534 16.97665815],26.69998187,130.624932,16
1581,2022/6/29 20:25,[18.4665787  1.1867252],[12.09116274 19.47461894],19.36731748,103.1274406,7
1582,2022/6/29 18:14,[20.94211639 19.14419708],[9.61689673 2.80560371],19.87989521,105.049607,17
1583,2022/6/29 23:37,[12.81337339  3.86263312],[28.42870976 14.25512598],18.75746885,100.8405082,6
1584,2022/6/29 20:32,[ 9.51777523 22.98912213],[14.93845778  9.30102072],14.72236121,85.70885453,7
1585,2022/6/29 19:57,[24.35903227 26.01456453],[20.19024499  1.40893267],24.9562799,124.0860496,17
1586,2022/6/29 21:32,[16.9896864  22.89884736],[4.09509036 6.86012254],20.5793902,107.6727132,9
1587,2022/6/29 18:17,[26.47485315  0.60365166],[22.58181413 14.21319878],14.15540623,83.58277337,3
1588,2022/6/29 20:01,[13.40316477  0.21289597],[24.58194693 10.79474702],15.39287959,88.22329848,13
1589,2022/6/29 20:56,[16.22296894 20.31902059],[21.07888729 28.67940176],9.668294392,29.67073598,5
1590,2022/6/29 22:15,[15.9401986  11.99158653],[28.61110879 19.26330705],14.6092397,85.28464887,19
1591,2022/6/29 23:33,[8.94451069 3.79392736],[25.27663504 10.86544808],17.79732259,97.2399597,7
1592,2022/6/29 23:05,[19.81409164 14.12449258],[ 5.96789339 18.05059826],14.39206419,84.47024072,13
1593,2022/6/29 22:10,[ 1.82049207 12.4002738 ],[16.39844819 13.08140922],14.59386002,85.22697506,15
1594,2022/6/29 22:40,[22.46016526 24.83774864],[23.13729222  1.16438843],23.68304212,119.311408,1
1595,2022/6/29 21:13,[ 5.82386311 16.09822528],[28.04466121 25.04870325],23.95568668,120.333825,15
1596,2022/6/29 20:10,[25.27603525  9.09624581],[12.88343691 14.12117842],13.37260039,80.64725147,4
1597,2022/6/29 23:25,[4.7211475  0.93204391],[28.40708698  7.22137757],24.50672249,122.4002093,5
1598,2022/6/29 19:56,[7.19846711 2.50137161],[27.85523256 17.39211345],25.4644095,125.9915356,9
1599,2022/6/29 22:58,[20.01110571 27.34730662],[10.36860507 18.64521933],12.98861585,79.20730945,11
1600,2022/6/29 21:51,[1.16398364 5.60317585],[24.93737415 23.00305069],29.46064733,140.9774275,16
