订单id,是否被司机接单,接单司机id,下单时间,乘客位置,目的地位置,订单距离,订单收益,乘客最长等待接单时间,接单时刻,乘客实际等待时间
2507,0,-1,2022-06-29 20:26:00,[6.24980841 15.74065236],[16.65247804 22.27372693],12.28399767,76.56499127,0:11:00,0:00:00,0:00:00
2272,1,278,2022-06-29 20:26:00,[11.49304301 25.0671213],[29.0163962 13.15966144],21.18621032,109.9482887,0:15:00,2022-06-29 20:31:43,1:29:24
1603,1,106,2022-06-29 20:26:00,[8.3902157 5.74563966],[15.12790382 25.96935109],21.31654159,110.437031,0:17:00,2022-06-29 20:31:07,1:15:16
2594,0,-1,2022-06-29 20:26:00,[28.1257796 22.09970206],[13.7377374 17.08005605],15.2385237,87.64446387,0:19:00,0:00:00,0:00:00
2704,0,-1,2022-06-29 20:26:00,[27.76632978 11.27117416],[22.73574366 15.90742579],6.841171378,22.60292844,0:19:00,0:00:00,0:00:00
2063,1,204,2022-06-29 20:26:00,[0.86990233 20.69463214],[14.45511761 3.73035952],21.73349074,112.0005903,0:20:00,2022-06-29 20:31:00,0:56:46
727,0,-1,2022-06-29 20:27:00,[25.42163792 1.87182206],[10.0583715 2.01049613],15.36389226,88.11459598,0:02:00,0:00:00,0:00:00
1219,0,-1,2022-06-29 20:27:00,[9.88137808 20.80132616],[22.98736418 9.12283908],17.55431378,96.32867666,0:03:00,0:00:00,0:00:00
1228,1,128,2022-06-29 20:27:00,[26.03106294 21.22861757],[3.18641483 23.27631763],22.9362382,116.5108933,0:03:00,2022-06-29 20:29:50,0:50:44
274,1,31,2022-06-29 20:27:00,[0.77435721 4.05498867],[28.89345335 16.48588608],30.74428041,145.7910515,0:04:00,2022-06-29 20:27:06,0:48:09
1688,0,-1,2022-06-29 20:27:00,[14.88885377 16.33383996],[5.05321653 22.81393819],11.77843083,74.6691156,0:04:00,0:00:00,0:00:00
122,0,-1,2022-06-29 20:27:00,[29.73505878 6.95015104],[28.28195322 19.48939947],12.6231639,77.83686464,0:06:00,0:00:00,0:00:00
32,0,-1,2022-06-29 20:27:00,[6.0488196 4.90967829],[4.92797394 24.43724161],19.55970409,103.8488904,0:08:00,0:00:00,0:00:00
1108,0,-1,2022-06-29 20:27:00,[16.93249763 18.01749591],[4.98765991 11.39212214],13.65923591,81.72213468,0:10:00,0:00:00,0:00:00
2128,0,-1,2022-06-29 20:27:00,[16.20087577 13.83100704],[9.7767043 14.26965093],6.439129404,21.59782351,0:14:00,0:00:00,0:00:00
870,0,-1,2022-06-29 20:27:00,[20.77062918 6.99998468],[18.7599051 22.41234801],15.54297124,88.78614214,0:19:00,0:00:00,0:00:00
2600,0,-1,2022-06-29 20:28:00,[15.99091684 4.13696465],[17.73728717 9.44356871],5.586578198,19.4664455,0:06:00,0:00:00,0:00:00
1293,0,-1,2022-06-29 20:28:00,[7.71457053 21.58164467],[0.84364519 11.25964037],12.39973337,76.99900015,0:08:00,0:00:00,0:00:00
1896,1,38,2022-06-29 20:28:00,[8.6642991 4.47804038],[7.22988774 28.08376715],23.6492679,119.1847546,0:10:00,2022-06-29 20:29:05,1:02:15
729,0,-1,2022-06-29 20:28:00,[2.55310458 11.56792778],[2.13104667 6.32379305],5.261091326,18.65272831,0:14:00,0:00:00,0:00:00
1726,0,-1,2022-06-29 20:28:00,[16.70455081 28.3913596],[12.44993275 9.80826301],19.06392546,101.9897205,0:15:00,0:00:00,0:00:00
1117,1,25,2022-06-29 20:28:00,[27.61607655 0.36009082],[16.58444627 22.21990743],24.48567845,122.3212942,0:18:00,2022-06-29 20:28:01,1:32:05
1307,0,-1,2022-06-29 20:29:00,[10.84620563 16.04398399],[29.88673479 14.23600688],19.126174,102.2231525,0:01:00,0:00:00,0:00:00
1838,0,-1,2022-06-29 20:29:00,[18.0904159 1.71398158],[26.81322563 15.89427171],16.64836442,92.93136657,0:05:00,0:00:00,0:00:00
2672,0,-1,2022-06-29 20:29:00,[13.21055322 21.21361842],[17.63007154 9.53817989],12.48390993,77.31466222,0:07:00,0:00:00,0:00:00
2358,0,-1,2022-06-29 20:29:00,[26.33497811 26.85318677],[19.77733611 10.34360786],17.76425806,97.11596772,0:12:00,0:00:00,0:00:00
1125,0,-1,2022-06-29 20:29:00,[13.47235542 17.32839242],[17.12721161 9.97280077],8.213568185,26.03392046,0:15:00,0:00:00,0:00:00
2463,0,-1,2022-06-29 20:29:00,[25.04908648 27.08703033],[24.43257592 13.77477391],13.32652454,80.47446703,0:15:00,0:00:00,0:00:00
2087,0,-1,2022-06-29 20:29:00,[7.37250937 17.3087745],[8.23633754 24.72283471],7.464213819,24.16053455,0:19:00,0:00:00,0:00:00
1987,0,-1,2022-06-29 20:29:00,[11.6436437 2.87070348],[27.43753306 2.73108945],15.79450642,89.72939907,0:20:00,0:00:00,0:00:00
546,0,-1,2022-06-29 20:30:00,[25.61354765 7.25931391],[28.81880927 5.90777113],3.478558594,14.19639648,0:02:00,0:00:00,0:00:00
758,0,-1,2022-06-29 20:30:00,[13.74970784 10.53658162],[2.81329579 14.58391456],11.66130406,74.22989023,0:04:00,0:00:00,0:00:00
742,0,-1,2022-06-29 20:30:00,[23.31147857 25.86608921],[9.4162649 16.14068116],16.96055791,94.10209216,0:08:00,0:00:00,0:00:00
2925,0,-1,2022-06-29 20:30:00,[28.32671023 17.68516153],[10.33505565 18.77001542],18.02433196,98.09124484,0:10:00,0:00:00,0:00:00
185,1,115,2022-06-29 20:30:00,[7.73048666 13.8786887],[26.04817516 21.81507209],19.96306323,105.3614871,0:12:00,2022-06-29 20:39:25,1:10:42
473,0,-1,2022-06-29 20:30:00,[22.85394574 11.5962152],[15.33826387 14.7697644],8.15824053,25.89560133,0:14:00,0:00:00,0:00:00
588,0,-1,2022-06-29 20:30:00,[21.42979907 13.85148431],[27.62983563 20.83786282],9.340767524,28.85191881,0:15:00,0:00:00,0:00:00
1109,0,-1,2022-06-29 20:30:00,[18.51582681 29.09456594],[21.82893413 27.67811271],3.603195781,14.50798945,0:16:00,0:00:00,0:00:00
1763,1,263,2022-06-29 20:30:00,[2.19736812 24.36951998],[22.572277 22.59938796],20.45165712,107.1937142,0:19:00,2022-06-29 20:39:14,1:12:39
2335,1,264,2022-06-29 20:30:00,[28.15756787 1.61694871],[0.36539506 19.84014342],33.23386367,155.1269888,0:19:00,2022-06-29 20:30:23,1:07:45
371,0,-1,2022-06-29 20:30:00,[16.16105394 14.93437524],[3.164211 19.70340314],13.84418844,82.41570664,0:20:00,0:00:00,0:00:00
973,0,-1,2022-06-29 20:31:00,[17.02172832 23.88730828],[22.05075559 18.30323766],7.514849294,24.28712323,0:04:00,0:00:00,0:00:00
2289,0,-1,2022-06-29 20:31:00,[7.2814496 29.75019158],[5.92211201 17.26560651],12.55837024,77.59388842,0:10:00,0:00:00,0:00:00
2719,0,-1,2022-06-29 20:31:00,[18.29606205 21.78318205],[9.43429908 24.86691336],9.382976169,28.95744042,0:11:00,0:00:00,0:00:00
2822,0,-1,2022-06-29 20:31:00,[16.8113958 11.93871832],[20.24021976 1.66915978],10.82684933,71.10068497,0:11:00,0:00:00,0:00:00
1808,0,-1,2022-06-29 20:31:00,[6.18608148 26.29681472],[4.74858768 13.66982465],12.70855093,78.157066,0:14:00,0:00:00,0:00:00
1999,0,-1,2022-06-29 20:31:00,[15.88933581 10.43310293],[15.61561601 19.66149598],9.232451512,28.58112878,0:19:00,0:00:00,0:00:00
1306,0,-1,2022-06-29 20:32:00,[5.21891118 10.83648177],[19.1190647 2.12089825],16.4065738,92.02465177,0:03:00,0:00:00,0:00:00
2346,0,-1,2022-06-29 20:32:00,[26.11201389 16.74695251],[9.74396746 8.80169027],18.1945084,98.72940652,0:03:00,0:00:00,0:00:00
2729,1,190,2022-06-29 20:32:00,[11.26946206 4.23179398],[21.27971558 25.63695507],23.63019459,119.1132297,0:05:00,2022-06-29 20:33:55,0:40:29
2950,0,-1,2022-06-29 20:32:00,[22.31210445 15.84175266],[12.33682088 8.06391289],12.64915309,77.93432407,0:06:00,0:00:00,0:00:00
1584,0,-1,2022-06-29 20:32:00,[9.51777523 22.98912213],[14.93845778 9.30102072],14.72236121,85.70885453,0:07:00,0:00:00,0:00:00
1639,0,-1,2022-06-29 20:32:00,[15.54971769 13.85419445],[9.43302317 17.4290576],7.084744058,23.21186015,0:07:00,0:00:00,0:00:00
100,1,201,2022-06-29 20:32:00,[5.55398787 16.25702842],[26.18837508 21.96674659],21.40978321,110.786687,0:10:00,2022-06-29 20:35:20,0:29:18
1690,0,-1,2022-06-29 20:32:00,[21.13480909 13.61539691],[16.21832983 25.48800525],12.85031506,78.68868146,0:11:00,0:00:00,0:00:00
2070,0,-1,2022-06-29 20:32:00,[17.55364983 13.28742294],[1.02526767 9.58956187],16.93698891,94.0137084,0:11:00,0:00:00,0:00:00
1324,0,-1,2022-06-29 20:32:00,[27.4452645 10.0622044],[28.56792044 15.9916587],6.034797812,20.58699453,0:12:00,0:00:00,0:00:00
2809,1,212,2022-06-29 20:32:00,[17.66066923 23.35186843],[2.79984361 5.17972203],23.4749024,118.530884,0:14:00,2022-06-29 20:35:10,0:42:48
969,0,-1,2022-06-29 20:32:00,[12.551686 10.73433748],[17.81341896 17.26780286],8.388802273,26.47200568,0:15:00,0:00:00,0:00:00
549,1,95,2022-06-29 20:32:00,[2.19244686 18.67029794],[29.4353351 5.70322949],30.17150682,143.6431506,0:19:00,2022-06-29 20:32:04,0:59:21
2545,0,-1,2022-06-29 20:32:00,[28.77131991 15.0720838],[27.50936247 21.20295846],6.259405767,21.14851442,0:19:00,0:00:00,0:00:00
639,0,-1,2022-06-29 20:32:00,[28.08841864 1.9201904],[24.74229712 8.77149331],7.624754479,24.5618862,0:20:00,0:00:00,0:00:00
1000,1,0,2022-06-29 20:32:00,[5.95894842 23.5016166],[27.27758083 11.10696557],24.6599161,122.9746854,0:20:00,2022-06-29 20:32:59,0:43:42
2303,1,269,2022-06-29 20:32:00,[7.55560087 23.31906444],[28.71321288 20.90386542],21.29501661,110.3563123,0:20:00,2022-06-29 20:37:20,1:06:05
1462,1,108,2022-06-29 20:33:00,[1.90804309 16.55063903],[25.23288512 29.90547853],26.87749976,131.2906241,0:04:00,2022-06-29 20:33:08,1:21:58
2386,0,-1,2022-06-29 20:33:00,[18.74767409 23.39456027],[23.51775837 15.57840247],9.156747608,28.39186902,0:06:00,0:00:00,0:00:00
2441,1,169,2022-06-29 20:33:00,[0.06422758 11.40723499],[24.5562774 10.98759018],24.49564463,122.3586674,0:06:00,2022-06-29 20:33:39,1:26:48
784,0,-1,2022-06-29 20:33:00,[19.85740898 22.53531411],[22.61604248 17.33673338],5.885176326,20.21294081,0:17:00,0:00:00,0:00:00
481,1,268,2022-06-29 20:33:00,[24.13311623 8.36279617],[6.32114892 28.72344057],27.05220915,131.9457843,0:20:00,2022-06-29 20:33:07,1:06:38
2868,0,-1,2022-06-29 20:34:00,[4.47287036 28.73457971],[12.12937294 26.25987248],8.046502818,25.61625705,0:04:00,0:00:00,0:00:00
159,0,-1,2022-06-29 20:34:00,[25.9307475 14.1962972],[29.04580284 5.56576547],9.175491688,28.43872922,0:07:00,0:00:00,0:00:00
2172,0,-1,2022-06-29 20:34:00,[12.12329543 6.64503153],[15.36070167 16.46525267],10.34009393,69.27535223,0:08:00,0:00:00,0:00:00
589,0,-1,2022-06-29 20:34:00,[21.86943185 25.85072711],[8.22214768 24.21212712],13.74530375,82.04488906,0:09:00,0:00:00,0:00:00
2071,0,-1,2022-06-29 20:34:00,[24.31298741 20.69104605],[21.74612561 20.94350772],2.579247254,13.0,0:09:00,0:00:00,0:00:00
636,1,64,2022-06-29 20:34:00,[8.06560543 11.0534676],[26.86038267 19.99389143],20.81285252,108.5481969,0:11:00,2022-06-29 20:39:13,0:58:07
1962,1,103,2022-06-29 20:34:00,[3.52427697 23.56999806],[20.2055036 3.4503281],26.13550155,128.5081308,0:15:00,2022-06-29 20:35:06,0:54:49
895,0,-1,2022-06-29 20:34:00,[12.08111163 20.17521788],[20.46575068 9.45718304],13.60802862,81.53010731,0:16:00,0:00:00,0:00:00
127,0,-1,2022-06-29 20:34:00,[20.88061854 4.61687719],[24.47499375 6.73321716],4.171142288,15.92785572,0:17:00,0:00:00,0:00:00
306,1,36,2022-06-29 20:34:00,[19.31712761 15.909064],[1.2585367 29.05466333],22.33650571,114.2618964,0:17:00,2022-06-29 20:35:11,0:46:00
573,1,27,2022-06-29 20:34:00,[23.13368448 19.63952061],[4.54785224 26.27649251],19.73531241,104.5074215,0:17:00,2022-06-29 20:48:39,0:41:46
654,1,183,2022-06-29 20:34:00,[4.9585347 0.05976406],[21.56218854 21.97203147],27.49234046,133.5962767,0:17:00,2022-06-29 20:34:20,0:45:01
2106,0,-1,2022-06-29 20:34:00,[15.52916807 11.45874057],[16.92903194 3.43598605],8.143967643,25.85991911,0:18:00,0:00:00,0:00:00
353,0,-1,2022-06-29 20:35:00,[27.1931236 4.17736113],[15.97262047 12.33286808],13.87126469,82.51724258,0:02:00,0:00:00,0:00:00
2486,0,-1,2022-06-29 20:35:00,[27.16119565 12.28412226],[28.59218306 25.96288215],13.75340675,82.07527532,0:06:00,0:00:00,0:00:00
2582,0,-1,2022-06-29 20:35:00,[17.31232328 26.18846191],[25.90869003 11.14558726],17.32586503,95.47199388,0:08:00,0:00:00,0:00:00
634,1,63,2022-06-29 20:35:00,[22.28644481 22.1375218],[15.64347073 2.05376158],21.15387741,109.8270403,0:10:00,2022-06-29 20:38:38,1:04:08
1873,0,-1,2022-06-29 20:35:00,[17.57589152 29.28234997],[15.96913092 27.15965485],2.662238572,13.0,0:10:00,0:00:00,0:00:00
2294,0,-1,2022-06-29 20:35:00,[16.12569301 29.85478231],[11.97327899 18.46202264],12.12590265,75.97213492,0:10:00,0:00:00,0:00:00
48,0,-1,2022-06-29 20:35:00,[15.17666037 18.34362706],[0.54330551 26.16371727],16.59183188,92.71936954,0:14:00,0:00:00,0:00:00
680,0,-1,2022-06-29 20:35:00,[16.45257489 1.99389977],[22.99545149 17.51140763],16.84049537,93.65185764,0:14:00,0:00:00,0:00:00
1254,0,-1,2022-06-29 20:36:00,[26.31361403 7.29539941],[16.51711904 5.77479452],9.913806201,30.2845155,0:09:00,0:00:00,0:00:00
974,0,-1,2022-06-29 20:36:00,[14.64533026 3.99546377],[7.83999054 12.57298419],10.94926962,71.55976108,0:10:00,0:00:00,0:00:00
999,0,-1,2022-06-29 20:36:00,[22.35644228 6.96674073],[12.15976082 8.07484713],10.25671549,68.96268308,0:14:00,0:00:00,0:00:00
2389,1,123,2022-06-29 20:36:00,[6.87349842 6.95370833],[27.04199824 25.01749801],27.07524483,132.0321681,0:18:00,2022-06-29 20:36:23,1:00:34
1166,0,-1,2022-06-29 20:37:00,[29.15535904 15.37845732],[8.72630563 14.08220526],20.47013661,107.2630123,0:01:00,0:00:00,0:00:00
1669,0,-1,2022-06-29 20:37:00,[9.04368559 2.83669034],[22.75154315 18.18041496],20.57511224,107.6566709,0:02:00,0:00:00,0:00:00
2073,1,140,2022-06-29 20:37:00,[29.41412393 14.81541044],[0.29101065 4.20134436],30.99700189,146.7387571,0:05:00,2022-06-29 20:37:04,1:16:01
2139,0,-1,2022-06-29 20:37:00,[27.97937152 18.14850039],[19.78470174 12.05381011],10.21263249,68.79737184,0:05:00,0:00:00,0:00:00
1890,1,216,2022-06-29 20:37:00,[28.88354424 3.79967619],[12.61890711 14.42824824],19.429487,103.3605762,0:15:00,2022-06-29 20:48:56,1:22:59
2977,0,-1,2022-06-29 20:37:00,[6.04339445 25.91871084],[9.64056917 29.68694425],5.209534431,18.52383608,0:17:00,0:00:00,0:00:00
2035,0,-1,2022-06-29 20:37:00,[17.98090655 12.56276971],[12.95531077 1.61797749],12.04346669,75.66300009,0:18:00,0:00:00,0:00:00
2237,0,-1,2022-06-29 20:37:00,[14.10747256 28.63343085],[3.47025671 28.38793479],10.64004837,70.4001814,0:18:00,0:00:00,0:00:00
2202,0,-1,2022-06-29 20:38:00,[5.96485591 15.2521793],[4.72135545 20.12924128],5.033093185,18.08273296,0:04:00,0:00:00,0:00:00
882,0,-1,2022-06-29 20:38:00,[8.87472292 0.03336283],[8.15863678 6.53674139],6.54268386,21.85670965,0:13:00,0:00:00,0:00:00
2062,0,-1,2022-06-29 20:38:00,[13.17087732 1.34643049],[27.6034144 14.10888668],19.26599114,102.7474668,0:14:00,0:00:00,0:00:00
2489,0,-1,2022-06-29 20:38:00,[3.14467923 25.74874007],[9.2929375 29.13892381],7.020998898,23.05249725,0:16:00,0:00:00,0:00:00
2789,0,-1,2022-06-29 20:38:00,[24.30617549 25.17364809],[27.29154936 15.27735752],10.33678017,69.26292565,0:17:00,0:00:00,0:00:00
2917,0,-1,2022-06-29 20:38:00,[18.31928253 3.57750503],[27.72103477 2.3301724],9.484133275,29.21033319,0:18:00,0:00:00,0:00:00
1279,0,-1,2022-06-29 20:38:00,[5.64907575 9.11205139],[2.79052228 4.31603899],5.583284235,19.45821059,0:19:00,0:00:00,0:00:00
2437,0,-1,2022-06-29 20:38:00,[15.62974166 14.62795314],[17.34987308 20.67689209],6.288760969,21.22190242,0:19:00,0:00:00,0:00:00
2924,0,-1,2022-06-29 20:38:00,[14.73203849 17.97526906],[2.87006131 11.48749222],13.52027185,81.20101943,0:19:00,0:00:00,0:00:00
1809,0,-1,2022-06-29 20:39:00,[18.17097721 20.75591724],[11.49208109 26.07297206],8.536903732,26.84225933,0:02:00,0:00:00,0:00:00
2625,1,230,2022-06-29 20:39:00,[8.17642944 26.24968485],[22.99867996 10.86536273],21.36296978,110.6111367,0:10:00,2022-06-29 20:39:01,0:30:01
924,0,-1,2022-06-29 20:39:00,[4.30408371 4.54336566],[12.98314453 17.87039472],15.9039555,90.13983311,0:12:00,0:00:00,0:00:00
1381,0,-1,2022-06-29 20:39:00,[24.06821091 23.60169044],[15.29178226 9.00201249],17.03456182,94.37960682,0:14:00,0:00:00,0:00:00
2100,0,-1,2022-06-29 20:39:00,[27.40734034 15.76081445],[21.74730816 13.08144894],6.262185235,21.15546309,0:18:00,0:00:00,0:00:00
2818,0,-1,2022-06-29 20:39:00,[9.95718855 18.73274782],[24.76826018 28.10321849],17.52636766,96.22387873,0:19:00,0:00:00,0:00:00
2166,0,-1,2022-06-29 20:40:00,[24.32162019 1.34254302],[8.89322174 8.40402356],16.9676158,94.12855926,0:02:00,0:00:00,0:00:00
620,0,-1,2022-06-29 20:40:00,[22.09605685 26.48981474],[6.07897902 17.62757613],18.30535592,99.14508469,0:05:00,0:00:00,0:00:00
1389,0,-1,2022-06-29 20:40:00,[22.30058687 21.69990912],[4.08168703 25.08236702],18.53022754,99.98835327,0:08:00,0:00:00,0:00:00
1434,0,-1,2022-06-29 20:40:00,[5.04709737 5.69804231],[13.82136514 8.58839586],9.238068982,28.59517245,0:11:00,0:00:00,0:00:00
1169,1,153,2022-06-29 20:40:00,[4.98554999 9.9818843],[28.19773119 10.29080138],23.2142367,117.5533876,0:12:00,2022-06-29 20:40:11,1:16:46
1419,0,-1,2022-06-29 20:40:00,[7.6699867 10.93699283],[25.31041589 5.84828307],18.35973064,99.34898988,0:13:00,0:00:00,0:00:00
711,0,-1,2022-06-29 20:40:00,[29.43353724 19.48526789],[24.13242179 21.45300484],5.654539209,19.63634802,0:18:00,0:00:00,0:00:00
642,0,-1,2022-06-29 20:41:00,[22.93322184 12.2901316],[19.65521144 7.80709794],5.553642322,19.3841058,0:03:00,0:00:00,0:00:00
1866,0,-1,2022-06-29 20:41:00,[28.96959524 0.44568368],[14.43377075 10.00103514],17.39525611,95.73221042,0:09:00,0:00:00,0:00:00
554,0,-1,2022-06-29 20:41:00,[14.96686994 0.3630935],[0.27115407 10.71088032],17.9733346,97.90000476,0:10:00,0:00:00,0:00:00
65,0,-1,2022-06-29 20:41:00,[23.2658285 13.59866504],[15.73170808 13.22288241],7.543486138,24.35871534,0:11:00,0:00:00,0:00:00
1252,0,-1,2022-06-29 20:41:00,[13.47113281 13.77911065],[2.30907549 20.12295076],12.83884072,78.6456527,0:12:00,0:00:00,0:00:00
551,1,144,2022-06-29 20:41:00,[15.64378916 29.31923724],[22.71930621 4.85014309],25.47154315,126.0182868,0:13:00,2022-06-29 20:41:13,1:10:11
2659,0,-1,2022-06-29 20:41:00,[15.87309803 26.28610087],[13.87482822 8.38327267],18.01400399,98.05251497,0:17:00,0:00:00,0:00:00
2852,1,145,2022-06-29 20:41:00,[13.46866312 29.37744836],[28.79503144 9.87410117],24.80480029,123.5180011,0:18:00,2022-06-29 20:41:57,1:03:21
2526,0,-1,2022-06-29 20:41:00,[2.88739473 17.6763517],[18.79391566 16.14238629],15.9803147,90.42618011,0:19:00,0:00:00,0:00:00
2981,0,-1,2022-06-29 20:42:00,[0.4850862 17.75006462],[0.37973485 0.03610842],17.71426948,96.92851055,0:01:00,0:00:00,0:00:00
1153,0,-1,2022-06-29 20:42:00,[9.78661521 22.68576702],[11.81265425 18.2463413],4.87989087,17.69972718,0:04:00,0:00:00,0:00:00
316,1,170,2022-06-29 20:42:00,[29.54009219 28.12164199],[1.29521207 4.94444447],36.5370461,167.5139229,0:08:00,2022-06-29 20:42:13,0:36:09
2512,0,-1,2022-06-29 20:42:00,[29.77769628 20.38180464],[28.1006378 24.80847075],4.733698129,17.33424532,0:10:00,0:00:00,0:00:00
1634,0,-1,2022-06-29 20:42:00,[26.00565639 18.78777824],[20.07160546 3.78850418],16.13044274,90.98916026,0:15:00,0:00:00,0:00:00
2399,1,138,2022-06-29 20:42:00,[21.52303353 22.8796047],[6.04384487 7.02583277],22.1573321,113.5899954,0:20:00,2022-06-29 20:42:13,0:43:33
259,1,188,2022-06-29 20:43:00,[11.97947747 4.5724804],[29.77450506 27.81002904],29.26852702,140.2569763,0:02:00,2022-06-29 20:44:27,1:06:32
449,0,-1,2022-06-29 20:43:00,[4.63379242 0.7634328],[19.37467159 19.10706952],23.53258437,118.7471914,0:03:00,0:00:00,0:00:00
317,1,91,2022-06-29 20:43:00,[3.9518632 21.7793973],[24.5335599 6.40534099],25.68983936,126.8368976,0:04:00,2022-06-29 20:44:55,1:32:46
1433,0,-1,2022-06-29 20:43:00,[16.14283992 15.26117953],[7.29373591 22.34252195],11.33366897,73.00125863,0:06:00,0:00:00,0:00:00
1071,0,-1,2022-06-29 20:43:00,[3.29589341 26.51051903],[10.28788988 20.51610375],9.20983329,28.52458323,0:07:00,0:00:00,0:00:00
2459,0,-1,2022-06-29 20:43:00,[8.6145679 15.02204718],[13.67838557 10.33284139],6.901514356,22.75378589,0:08:00,0:00:00,0:00:00
1414,0,-1,2022-06-29 20:43:00,[18.58747778 19.90471035],[25.08873939 6.46388722],14.93057698,86.48966369,0:09:00,0:00:00,0:00:00
2026,0,-1,2022-06-29 20:43:00,[7.87900837 15.13263119],[22.32148354 15.09657622],14.44252017,84.65945064,0:09:00,0:00:00,0:00:00
2903,1,39,2022-06-29 20:43:00,[29.74793327 29.4964796],[19.05073698 13.28611518],19.4217899,103.3317121,0:10:00,2022-06-29 20:49:43,0:46:15
1296,0,-1,2022-06-29 20:43:00,[0.507384 27.28693282],[8.08890026 24.59031008],8.046810739,25.61702685,0:12:00,0:00:00,0:00:00
690,0,-1,2022-06-29 20:43:00,[23.88724352 8.15838118],[20.77076767 7.92185954],3.125438235,13.31359559,0:18:00,0:00:00,0:00:00
1345,0,-1,2022-06-29 20:43:00,[19.3545025 0.50907388],[28.81100324 1.33764278],9.492730517,29.23182629,0:19:00,0:00:00,0:00:00
1625,1,132,2022-06-29 20:43:00,[0.27496651 6.04197308],[28.77072528 18.4020554],31.06090634,146.9783988,0:19:00,2022-06-29 20:43:48,0:49:50
245,0,-1,2022-06-29 20:44:00,[6.95841288 11.72717988],[17.83429006 14.90300577],11.33007389,72.98777708,0:05:00,0:00:00,0:00:00
2443,0,-1,2022-06-29 20:44:00,[15.09685036 13.94352618],[29.92541237 14.80501092],14.85356547,86.20087052,0:05:00,0:00:00,0:00:00
1265,1,71,2022-06-29 20:44:00,[5.5230397 3.16951036],[24.38552915 17.36269429],23.60593099,119.0222412,0:06:00,2022-06-29 20:46:36,1:16:56
2412,0,-1,2022-06-29 20:44:00,[29.52494878 0.59704451],[20.97082242 7.58735417],11.04705874,71.92647029,0:07:00,0:00:00,0:00:00
1164,0,-1,2022-06-29 20:44:00,[2.06261719 16.49151765],[12.51492837 26.33248215],14.35602281,84.33508555,0:10:00,0:00:00,0:00:00
1275,0,-1,2022-06-29 20:44:00,[8.84451715 10.63644626],[16.93782244 7.56968233],8.654861728,27.13715432,0:10:00,0:00:00,0:00:00
1172,0,-1,2022-06-29 20:44:00,[2.90083679 21.61370224],[8.4547501 5.52904191],17.01652876,94.31198286,0:13:00,0:00:00,0:00:00
337,0,-1,2022-06-29 20:44:00,[9.84578261 13.02058099],[2.65801289 6.61835858],9.625616096,29.56404024,0:16:00,0:00:00,0:00:00
1839,1,117,2022-06-29 20:44:00,[20.08045052 24.94721778],[4.50931867 1.15774686],28.43235962,137.1213486,0:17:00,2022-06-29 20:44:29,1:10:02
2913,0,-1,2022-06-29 20:44:00,[23.28418211 16.05221249],[23.92466933 17.87422597],1.931309658,13.0,0:17:00,0:00:00,0:00:00
2366,0,-1,2022-06-29 20:45:00,[4.44401766 19.61489891],[20.43627773 22.56464677],16.26202308,91.48258655,0:10:00,0:00:00,0:00:00
1731,0,-1,2022-06-29 20:45:00,[10.6453717 18.38053034],[17.56126268 16.42848302],7.18610025,23.46525062,0:13:00,0:00:00,0:00:00
1146,0,-1,2022-06-29 20:45:00,[22.54269953 28.24003178],[20.29851701 10.90211796],17.48255161,96.05956855,0:14:00,0:00:00,0:00:00
922,1,136,2022-06-29 20:45:00,[10.36442561 24.09035645],[16.2083668 2.37840854],22.48466879,114.817508,0:16:00,2022-06-29 20:46:53,0:56:16
957,0,-1,2022-06-29 20:45:00,[5.37094912 23.92542136],[20.32637416 16.40786628],16.73852957,93.2694859,0:18:00,0:00:00,0:00:00
1911,0,-1,2022-06-29 20:46:00,[9.98850741 20.08236193],[6.48407437 17.72615769],4.222884008,16.05721002,0:07:00,0:00:00,0:00:00
2197,1,104,2022-06-29 20:46:00,[13.8642142 16.47432046],[28.47337371 29.95851957],19.88092471,105.0534677,0:09:00,2022-06-29 20:48:31,0:54:15
475,0,-1,2022-06-29 20:46:00,[24.82556766 22.93583384],[17.20586854 28.68141431],9.543139399,29.3578485,0:11:00,0:00:00,0:00:00
2196,1,196,2022-06-29 20:46:00,[16.04618267 26.29794357],[27.37455163 7.97922194],21.53851214,111.2694205,0:17:00,2022-06-29 20:47:49,0:12:59
1697,0,-1,2022-06-29 20:46:00,[8.58777106 12.71424556],[19.49591765 0.74091893],16.1971668,91.23937552,0:19:00,0:00:00,0:00:00
2234,0,-1,2022-06-29 20:46:00,[19.02729273 23.23432258],[1.01367453 17.79467987],18.81701766,101.0638162,0:19:00,0:00:00,0:00:00
2559,0,-1,2022-06-29 20:46:00,[17.2486048 26.69793168],[19.52636512 14.2573958],12.64733668,77.92751255,0:19:00,0:00:00,0:00:00
1411,0,-1,2022-06-29 20:47:00,[22.70780535 18.20148606],[5.00362006 23.92261662],18.60563119,100.271117,0:01:00,0:00:00,0:00:00
1403,0,-1,2022-06-29 20:47:00,[12.0291098 10.52129364],[23.1852025 24.09511535],17.5700609,96.38772839,0:03:00,0:00:00,0:00:00
394,0,-1,2022-06-29 20:47:00,[8.37828265 19.2864573],[20.82451721 15.37964259],13.04499734,79.41874004,0:09:00,0:00:00,0:00:00
1548,0,-1,2022-06-29 20:47:00,[11.95436286 9.50739041],[14.02162006 8.56738849],2.270937242,13.0,0:10:00,0:00:00,0:00:00
